ID,Suburb,WaterView,FloodingZone,LogDistance,LogLand,LogFloor,LogValue2022,,,Leg.Desc,Full Address,Lat,Long,Distance to Coast,Land Area,Floor Area,Value 2022,,,,,
1949,North New Brighton,0,0,7.011286122,6.357842267,4.736198448,13.12671437,,,Lot 6 DP 4701,40 PINEWOOD AV,-43.4883514,172.7112472,1109.08,577,114,"$502,180.24",,,,,
1950,New Brighton,0,0,6.806696608,6.226536669,4.700480366,13.15375458,,,Lot 6 DP 5123,317 KEYES RD,-43.504678,172.7196051,903.88,506,110,"$515,944.55",,,,,
1951,South New Brighton,1,0,5.032722891,6.274762021,4.787491743,13.50699862,,,Lot 6 DP 5129,377 MARINE PD,-43.5230373,172.736201,153.35,531,120,"$734,539.18",,,,,
1952,North New Brighton,0,0,5.542478493,6.255750042,4.543294782,13.18179573,,,"Lot 6 DP 5623, Pt Lot 7 DP 5623",40 JUTLAND ST,-43.4914347,172.7230785,255.31,521,94,"$530,616.99",,,,,
1953,North New Brighton,0,0,5.202467041,6.226536669,4.143134726,12.53982078,,,Lot 6 DP 5764,15 JUTLAND ST,-43.4899905,172.7233264,181.72,506,63,"$279,238.29",,,,,
1954,South New Brighton,0,0,5.900362999,6.251903883,4.430816799,13.22261773,,,Lot 6 DP 5933,42 HALSEY ST,-43.5336407,172.7382101,365.17,519,84,"$552,726.03",,,,,
1955,New Brighton,0,0,6.554232505,6.226536669,4.49980967,12.4700803,,,Lot 6 DP 5941,127 BOWHILL RD,-43.496982,172.719356,702.21,506,90,"$260,427.63",,,,,
1956,North New Brighton,0,0,5.751206627,6.251903883,4.510859507,13.38114443,,,Lot 6 DP 6059,30 EFFINGHAM ST,-43.4912243,172.7221018,314.57,519,91,"$647,675.08",,,,,
1957,South New Brighton,0,0,5.940355446,6.246106765,4.700480366,13.51064503,,,Lot 6 DP 6227,70 JELLICOE ST,-43.5320363,172.7356696,380.07,516,110,"$737,222.50",,,,,
1958,New Brighton,0,0,7.24236149,6.165417854,5.075173815,13.48413115,,,Lot 6 DP 62970,175 BOWER AV,-43.4961962,172.7105485,1397.39,476,160,"$717,932.73",,,,,
1959,Waimairi Beach,0,0,5.812517291,6.717804695,5.521460918,13.939591,,,Lot 6 DP 63797,39 ASTON DR,-43.4828305,172.7192455,334.46,827,250,"$1,132,106.93",,,,,
1960,North New Brighton,0,0,6.459121675,6.552507887,5.347107531,13.80429382,,,Lot 6 DP 66125,7 SEA EAGLES PL,-43.495037,172.719335,638.5,701,210,"$988,845.93",,,,,
1961,North New Brighton,0,0,6.36555938,6.413458957,5.298317367,13.91501996,,,Lot 6 DP 68854,11 SURFERS PL,-43.4928858,172.7195682,581.47,610,200,"$1,104,628.85",,,,,
1962,North New Brighton,0,0,7.170557909,6.695798917,4.532599493,12.77633062,,,Lot 6 DP 7091,219 BOWER AV,-43.4943099,172.7107753,1300.57,809,93,"$353,744.66",,,,,
1963,South New Brighton,0,0,5.998638751,6.924612396,5.192956851,13.7345283,,,"Lot 6 DP 7246, Pt Lot 7 DP 7246",301 ESTUARY RD,-43.5325281,172.7369373,402.88,1017,180,"$922,210.06",,,,,
1964,New Brighton,0,0,7.428576777,6.690842277,5.347107531,14.01723652,,,Lot 6 DP 73813,25 BLUE GUM PL,-43.4950951,172.7063894,1683.41,805,210,"$1,223,512.68",,,,,
1965,South New Brighton,0,0,5.520660598,6.90475077,5.298317367,13.2845181,,,Lot 6 DP 7603,213 ESTUARY RD,-43.5287326,172.7353344,249.8,997,200,"$588,021.09",,,,,
1966,New Brighton,0,0,5.829651251,6.456769656,4.49980967,13.22203206,,,Lot 6 DP 7657,14 PINE AV,-43.5193084,172.7326329,340.24,637,90,"$552,402.41",,,,,
1967,North New Brighton,0,0,6.310300024,6.214608098,5.247024072,13.82101482,,,Lot 6 DP 82348,5 SANDHOLM CL,-43.4858034,172.7175632,550.21,500,190,"$1,005,519.44",,,,,
1968,Waimairi Beach,0,0,6.236878267,6.470799504,5.262690189,13.75827852,,,Lot 6 DP 83175,8 SEACROFT PL,-43.4804879,172.7164198,511.26,646,193,"$944,374.91",,,,,
1969,New Brighton,0,0,6.158228205,6.597145702,4.615120517,13.18275895,,,Lot 6 DP 8417,88 BOWHILL RD,-43.4961179,172.721936,472.59,733,101,"$531,128.33",,,,,
1970,North New Brighton,0,0,5.894981179,6.280395839,4.605170186,13.26222367,,,Lot 6 DP 8848,55 FLEMING ST,-43.4927143,172.7219798,363.21,534,100,"$575,056.55",,,,,
1971,New Brighton,0,0,6.270912815,6.408528791,4.744932128,13.31792791,,,Lot 6 DP 975,76 HAWKE ST,-43.5069585,172.7254514,528.96,607,115,"$607,998.63",,,,,
1972,North New Brighton,0,0,6.693621022,6.445719819,4.941642423,13.40493928,,,Lot 60 DP 28828,35 PEGASUS AV,-43.4883562,172.7148988,807.24,630,140,"$663,271.23",,,,,
1973,Waimairi Beach,0,0,5.688194951,6.579251212,5.438079309,13.62541261,,,Lot 60 DP 63797,27 ASTON DR,-43.4840592,172.7200954,295.36,720,230,"$826,878.14",,,,,
1974,North New Brighton,0,0,6.695477481,6.416732283,5.135798437,13.5398554,,,Lot 61 DP 28828,37 PEGASUS AV,-43.4885224,172.7149541,808.74,612,170,"$759,074.65",,,,,
1975,Waimairi Beach,0,0,5.699071395,6.579251212,5.669880923,13.87494291,,,Lot 61 DP 63797,25 ASTON DR,-43.4842558,172.7201603,298.59,720,290,"$1,061,233.97",,,,,
1976,North New Brighton,0,0,6.696984864,6.408528791,4.663439094,13.39286059,,,Lot 62 DP 28828,39 PEGASUS AV,-43.4886974,172.7150233,809.96,607,106,"$655,307.97",,,,,
1977,Waimairi Beach,0,0,5.710956678,6.646390515,5.379897354,14.08757801,,,Lot 62 DP 63797,23 ASTON DR,-43.4844093,172.7202123,302.16,770,217,"$1,312,675.55",,,,,
1978,North New Brighton,0,0,6.030204375,6.226536669,5.370638028,13.50024946,,,Lot 62 DP 6475,68 BRITANNIA ST,-43.4893793,172.7201536,415.8,506,215,"$729,598.36",,,,,
1979,New Brighton,0,0,5.815919975,7.303170051,5.634789603,13.70690949,,,Lot 62 DP 780,32 BRIDGE ST,-43.5227492,172.7338422,335.6,1485,280,"$897,088.22",,,,,
1980,North New Brighton,0,0,6.699352546,6.424869024,4.804021045,13.47215496,,,Lot 63 DP 28828,41 PEGASUS AV,-43.4888383,172.7150715,811.88,617,122,"$709,385.91",,,,,
1981,North New Brighton,0,0,6.701849795,6.421622268,4.663439094,13.49650496,,,Lot 64 DP 28828,43 PEGASUS AV,-43.4889685,172.7151164,813.91,615,106,"$726,871.48",,,,,
1982,North New Brighton,0,0,6.704156969,6.416732283,4.624972813,13.34212726,,,Lot 65 DP 28828,45 PEGASUS AV,-43.489101,172.7151682,815.79,612,102,"$622,891.27",,,,,
1983,Waimairi Beach,0,0,5.498724391,6.483107351,5.135798437,13.98996141,,,Lot 65 DP 69914,4 NEPTUNE PL,-43.4811301,172.7199769,244.38,654,170,"$1,190,592.23",,,,,
1984,New Brighton,0,0,5.218678744,6.448889394,4.709530201,13.54696943,,,Lot 66 DP 1035,20 LONSDALE ST,-43.5029593,172.7279313,184.69,632,111,"$764,493.98",,,,,
1985,North New Brighton,0,0,6.70941409,6.413458957,4.644390899,13.03284868,,,Lot 66 DP 28828,47 PEGASUS AV,-43.4892441,172.7151977,820.09,610,104,"$457,187.42",,,,,
1986,New Brighton,0,0,5.271768031,5.645446898,4.804021045,13.24463435,,,Lot 67 DP 1035,7 KEPPEL ST,-43.5032643,172.7280278,194.76,283,122,"$565,030.14",,,,,
1987,New Brighton,0,0,5.303255156,5.645446898,4.744932128,13.10851241,,,Lot 68 DP 1035,9 KEPPEL ST,-43.5034249,172.7280992,200.99,283,115,"$493,122.26",,,,,
1988,North New Brighton,0,0,6.694215464,6.408528791,5.192956851,12.96531221,,,Lot 68 DP 28828,51 PEGASUS AV,-43.4895046,172.7153081,807.72,607,180,"$427,330.17",,,,,
1989,New Brighton,0,1,5.975360571,7.148345744,5.634789603,13.461027,,,Lot 68 DP 783,46 TOVEY ST,-43.517245,172.730929,393.61,1272,280,"$701,535.65",,,,,
1990,North New Brighton,0,0,6.697046593,6.416732283,4.634728988,13.37080247,,,Lot 69 DP 28828,53 PEGASUS AV,-43.4896336,172.7153461,810.01,612,103,"$641,011.37",,,,,
1991,South New Brighton,0,0,5.913421921,6.674561392,3.912023005,12.04904663,,,Lot 7 DP 11297,131 ESTUARY RD,-43.5250084,172.7337048,369.97,792,50,"$170,936.36",,,,,
1992,New Brighton,0,0,7.373964217,6.647688374,4.787491743,12.98058026,,,Lot 7 DP 13380,38 BOWER AV,-43.5023017,172.7100706,1593.94,771,120,"$433,904.72",,,,,
1993,North New Brighton,0,0,6.034859229,6.519147288,4.905274778,13.54763918,,,Lot 7 DP 14793,39 TEDDER AV,-43.49103,172.720721,417.74,678,135,"$765,006.17",,,,,
1994,South New Brighton,0,0,5.067519596,6.464588304,5.298317367,13.80341665,,,Lot 7 DP 15664,443 MARINE PD,-43.5284511,172.7385187,158.78,642,200,"$987,978.93",,,,,
1995,Southshore,1,0,4.828073708,6.504288174,5.560681631,14.14263779,,,Lot 7 DP 16516,10 GODWIT ST,-43.5402626,172.7438278,124.97,668,260,"$1,386,977.93",,,,,
1996,Southshore,0,1,4.63821804,6.408528791,5.192956851,13.22061572,,,Lot 7 DP 16595,5 ROCKING HORSE RD,-43.5388699,172.7424208,103.36,607,180,"$551,620.57",,,,,
1997,New Brighton,0,0,7.074243819,6.970730078,4.820281566,12.64830026,,,Lot 7 DP 16881,79 PALMERS RD,-43.4994983,172.7144886,1181.15,1065,124,"$311,233.98",,,,,
1998,New Brighton,0,0,7.192302443,6.559615237,4.787491743,13.42782911,,,Lot 7 DP 17041,165 PALMERS RD,-43.5033384,172.7136278,1329.16,706,120,"$678,628.49",,,,,
1999,North New Brighton,0,0,6.059473601,6.695798917,4.644390899,12.30977097,,,Lot 7 DP 17168,28 BRITANNIA ST,-43.4877687,172.7195989,428.15,809,104,"$221,853.15",,,,,
2000,South New Brighton,0,0,5.441031469,6.416732283,4.605170186,13.32937755,,,Lot 7 DP 17938,401 PINE AV,-43.5359457,172.740883,230.68,612,100,"$615,000.00",,,,,
2001,New Brighton,0,0,7.337067114,6.64509097,4.624972813,13.51550343,,,Lot 7 DP 18157,94 WILLRYAN AV,-43.4959543,172.7086226,1536.2,769,102,"$740,812.94",,,,,
2002,Southshore,1,0,4.924641581,6.484635236,5.80814249,14.18911279,,,Lot 7 DP 18450,45 B ROCKING HORSE RD,-43.5417429,172.7443581,137.64,655,333,"$1,452,959.10",,,,,
2003,South New Brighton,0,1,5.15381169,6.408528791,4.691347882,13.28277165,,,Lot 7 DP 20237,23 MALTA CR,-43.5371075,172.7402407,173.09,607,109,"$586,995.04",,,,,
2004,Southshore,1,1,5.228002193,7.045776577,5.840641657,13.52782849,,,Lot 7 DP 21831,165 B ROCKING HORSE RD,-43.5525982,172.7497999,186.42,1148,344,"$750,000.00",,,,,
2005,New Brighton,0,0,7.10301774,6.836259277,5.087596335,13.5534195,,,Lot 7 DP 21836,120 BAKER ST,-43.5030887,172.715007,1215.63,931,162,"$769,440.96",,,,,
2006,New Brighton,0,0,7.124582927,6.408528791,4.49980967,13.46249007,,,Lot 7 DP 22267,15 PALMERS RD,-43.4963745,172.712264,1242.13,607,90,"$702,562.80",,,,,
2007,New Brighton,0,0,5.167752997,6.104793232,4.86753445,13.30750762,,,Lot 7 DP 23750,3 DRAKE ST,-43.521579,172.7352733,175.52,448,130,"$601,696.00",,,,,
2008,North New Brighton,0,0,6.666676855,6.408528791,4.709530201,12.97415637,,,Lot 7 DP 25163,152 PACIFIC RD,-43.4918977,172.7166007,785.78,607,111,"$431,126.30",,,,,
2009,North New Brighton,0,0,6.215167942,6.421622268,4.727387819,13.47692558,,,Lot 7 DP 26939,8 OTAKI PL,-43.4870852,172.718446,500.28,615,113,"$712,778.21",,,,,
2010,North New Brighton,0,0,6.61562332,6.408528791,4.700480366,13.22261773,,,Lot 7 DP 27809,17 ROYALIST AV,-43.4899195,172.716376,746.67,607,110,"$552,726.03",,,,,
2011,North New Brighton,0,0,7.451810629,6.408528791,4.634728988,13.26290119,,,Lot 7 DP 27960,226 BEACH RD,-43.4863541,172.7027581,1722.98,607,103,"$575,446.30",,,,,
2012,North New Brighton,0,0,5.6073817,6.408528791,4.736198448,13.53815203,,,Lot 7 DP 29518,6 EROS PL,-43.4884596,172.7220028,272.43,607,114,"$757,782.76",,,,,
2013,New Brighton,0,0,6.944511419,6.293419279,4.709530201,10.97830154,,,Lot 7 DP 3148,20 RAWSON ST,-43.505591,172.7184071,1037.44,541,111,"$58,588.96",,,,,
2014,New Brighton,0,0,6.105239561,6.590301048,4.382026635,13.27282206,,,Lot 7 DP 3213,81 BOWHILL RD,-43.4962928,172.7224112,448.2,728,80,"$581,183.64",,,,,
2015,North New Brighton,0,0,5.056882545,6.226536669,4.382026635,13.22140167,,,Lot 7 DP 3253,11 FLEMING ST,-43.4918469,172.7245803,157.1,506,80,"$552,054.29",,,,,
2016,New Brighton,0,0,7.039081743,6.240275845,4.418840608,13.26212532,,,Lot 7 DP 3303,187 BOWHILL RD,-43.4976504,172.7141585,1140.34,513,83,"$575,000.00",,,,,
2017,North New Brighton,0,0,5.301113454,6.240275845,4.700480366,13.43534099,,,Lot 7 DP 3379,5 TONKS ST,-43.4932309,172.7242374,200.56,513,110,"$683,745.46",,,,,
2018,North New Brighton,0,0,6.990597142,6.408528791,4.700480366,13.3770056,,,Lot 7 DP 3459,41 MARRIOTTS RD,-43.4933009,172.7130658,1086.37,607,110,"$645,000.00",,,,,
2019,South New Brighton,0,0,5.061011501,6.490723535,4.709530201,13.21931617,,,Lot 7 DP 36515,18 SEAFIELD PL,-43.5256141,172.7306813,157.75,659,111,"$550,904.18",,,,,
2020,New Brighton,0,0,6.912384547,6.270988432,4.094344562,13.08043362,,,Lot 7 DP 3764,17 BAKER ST,-43.4984512,172.7161877,1004.64,529,60,"$479,468.57",,,,,
2021,North New Brighton,0,0,6.931745206,6.261491684,4.317488114,13.45459611,,,Lot 7 DP 3877,380 BOWER AV,-43.487072,172.7120652,1024.28,524,75,"$697,038.63",,,,,
2022,New Brighton,0,0,7.251876757,6.318968114,5.176149733,13.82088508,,,Lot 7 DP 39082,30 CAITHNESS ST,-43.5011642,172.7118524,1410.75,555,177,"$1,005,388.99",,,,,
2023,Southshore,0,0,5.390030174,6.411818268,5.407171771,13.20096781,,,Lot 7 DP 43026,17 PUKEKO PL,-43.5571108,172.7489646,219.21,609,223,"$540,888.16",,,,,
2024,Waimairi Beach,0,0,5.522939824,6.192362489,5.609471795,14.12277908,,,Lot 7 DP 436323,88 B ASTON DR,-43.4782352,172.7197429,250.37,489,273,"$1,359,706.03",,,,,
2025,North New Brighton,0,0,7.014077332,6.357842267,4.49980967,13.32697774,,,Lot 7 DP 4701,38 PINEWOOD AV,-43.488267,172.7111619,1112.18,577,90,"$613,525.89",,,,,
2026,Southshore,0,1,5.344914652,6.401917197,4.812184355,12.82290167,,,Lot 7 DP 47780,7 MERMAID PL,-43.5557165,172.748765,209.54,603,123,"$370,608.55",,,,,
2027,North New Brighton,0,0,4.828873581,6.226536669,4.787491743,13.96557395,,,Lot 7 DP 4906,18 MARINE PD,-43.4879003,172.7238281,125.07,506,120,"$1,161,907.90",,,,,
2028,South New Brighton,1,0,5.049920108,6.274762021,5.129898715,13.83780337,,,Lot 7 DP 5129,378 MARINE PD,-43.523129,172.736241,156.01,531,169,"$1,022,543.15",,,,,
2029,New Brighton,0,0,7.07530155,6.624065228,4.795790546,12.85052713,,,Lot 7 DP 58931,6 LINDIS LA,-43.5016846,172.7149383,1182.4,753,121,"$380,989.51",,,,,
2030,South New Brighton,0,0,5.866524713,6.251903883,5.236441963,13.64255254,,,Lot 7 DP 5933,40 HALSEY ST,-43.5335966,172.7383495,353.02,519,188,"$841,172.92",,,,,
2031,North New Brighton,0,0,5.789164748,6.251903883,4.709530201,13.39328853,,,Lot 7 DP 6059,32 EFFINGHAM ST,-43.4912782,172.7219694,326.74,519,111,"$655,588.47",,,,,
2032,New Brighton,0,0,6.926537778,6.791221463,5.135798437,12.63876073,,,Lot 7 DP 6169,49 SINCLAIR ST,-43.5036433,172.7177231,1018.96,890,170,"$308,279.07",,,,,
2033,South New Brighton,1,0,5.0296533,6.226536669,5.438079309,13.75827852,,,Lot 7 DP 6593,418 MARINE PD,-43.5264849,172.7376901,152.88,506,230,"$944,374.91",,,,,
2034,North New Brighton,0,0,6.49067801,6.697034248,5.468060141,13.78070217,,,Lot 7 DP 66125,9 SEA EAGLES PL,-43.4950928,172.7190933,658.97,810,237,"$965,790.46",,,,,
2035,South New Brighton,0,0,5.08456706,6.416732283,4.382026635,13.20159137,,,Lot 7 DP 6806,519 MARINE PD,-43.5357962,172.7417242,161.51,612,80,"$541,225.54",,,,,
2036,North New Brighton,0,0,6.38906548,6.413458957,5.192956851,13.66286794,,,Lot 7 DP 68854,15 SURFERS PL,-43.4930385,172.7194974,595.3,610,180,"$858,436.46",,,,,
2037,North New Brighton,0,0,7.164550217,6.695798917,5.204006687,13.64364662,,,Lot 7 DP 7091,221 BOWER AV,-43.4941735,172.7107998,1292.78,809,182,"$842,093.75",,,,,
2038,New Brighton,0,0,6.961532985,6.72982407,4.820281566,13.11637614,,,Lot 7 DP 7105,57 BAKER ST,-43.5002919,172.716133,1055.25,837,124,"$497,015.33",,,,,
2039,South New Brighton,0,0,5.870736554,6.906754779,5.361292166,13.12063025,,,Lot 7 DP 7305,296 ESTUARY RD,-43.5329819,172.7366315,354.51,999,213,"$499,134.18",,,,,
2040,North New Brighton,0,0,6.77176372,8.14612951,5.225746674,13.34454563,,,Lot 7 DP 78469,151 BEACH RD,-43.486518,172.7137759,872.85,3450,186,"$624,399.48",,,,,
2041,North New Brighton,0,0,6.283499631,6.214608098,5.147494477,13.73786272,,,Lot 7 DP 82348,7 SANDHOLM CL,-43.4856774,172.7176815,535.66,500,172,"$925,290.22",,,,,
2042,Waimairi Beach,0,0,6.236917385,6.447305863,5.564520407,14.13471872,,,Lot 7 DP 83175,6 SEACROFT PL,-43.4806398,172.7164617,511.28,631,261,"$1,376,037.73",,,,,
2043,South New Brighton,0,0,5.771285348,6.91968385,5.252273428,14.05719717,,,Lot 7 DP 840,122 PINE AV,-43.5240781,172.7346658,320.95,1012,191,"$1,273,395.07",,,,,
2044,North New Brighton,0,0,5.925618505,6.280395839,4.248495242,13.15899748,,,Lot 7 DP 8848,57 FLEMING ST,-43.4927676,172.721855,374.51,534,70,"$518,656.70",,,,,
2045,New Brighton,0,1,6.12459586,6.284134161,4.430816799,13.03898177,,,Lot 70 DP 783,171 UNION ST,-43.5171068,172.7301479,456.96,536,84,"$460,000.00",,,,,
2046,North New Brighton,0,0,6.054063689,6.226536669,4.276666119,12.35511716,,,Lot 71 DP 6475,50 BRITANNIA ST,-43.4885848,172.7198951,425.84,506,72,"$232,144.93",,,,,
2047,North New Brighton,0,0,6.709987034,6.408528791,4.663439094,13.58247349,,,Lot 72 DP 28828,59 PEGASUS AV,-43.490086,172.7154725,820.56,607,106,"$792,124.21",,,,,
2048,North New Brighton,0,0,6.048529901,6.226536669,4.49980967,13.20910944,,,Lot 72 DP 6475,48 BRITANNIA ST,-43.4884906,172.719868,423.49,506,90,"$545,309.85",,,,,
2049,New Brighton,0,0,7.076940936,7.181591945,4.634728988,12.78746899,,,Lot 73 DP 1129,147 BAKER ST,-43.5043464,172.7159183,1184.34,1315,103,"$357,706.82",,,,,
2050,North New Brighton,0,0,6.714097712,6.408528791,4.605170186,12.87468181,,,Lot 73 DP 28828,61 PEGASUS AV,-43.4902811,172.7155562,823.94,607,100,"$390,304.24",,,,,
2051,Waimairi Beach,1,0,5.209868593,6.708084084,5.793013608,14.4310099,,,Lot 73 DP 69914,9 NEPTUNE PL,-43.4804073,172.720622,183.07,819,328,"$1,850,580.43",,,,,
2052,North New Brighton,0,0,6.718807819,6.408528791,4.753590191,13.53774376,,,Lot 74 DP 28828,63 PEGASUS AV,-43.4904279,172.715606,827.83,607,116,"$757,473.45",,,,,
2053,Waimairi Beach,0,0,5.264243386,6.690842277,5.075173815,13.61005966,,,Lot 74 DP 69914,7 NEPTUNE PL,-43.4804269,172.720494,193.3,805,160,"$814,280.08",,,,,
2054,North New Brighton,0,0,6.72384446,6.408528791,4.736198448,13.43534099,,,Lot 75 DP 28828,65 PEGASUS AV,-43.4905787,172.7156592,832.01,607,114,"$683,745.46",,,,,
2055,Waimairi Beach,0,0,5.354366832,6.656726524,5.568344504,13.99582646,,,Lot 75 DP 69914,5 NEPTUNE PL,-43.4806882,172.7204393,211.53,778,262,"$1,197,595.63",,,,,
2056,North New Brighton,0,0,6.684899186,6.408528791,4.787491743,13.25599224,,,Lot 77 DP 28828,69 PEGASUS AV,-43.490869,172.715797,800.23,607,120,"$571,484.27",,,,,
2057,North New Brighton,0,0,6.677284952,6.421622268,4.634728988,12.23136819,,,Lot 78 DP 28828,71 PEGASUS AV,-43.4911181,172.7159996,794.16,615,103,"$205,123.64",,,,,
2058,Waimairi Beach,0,0,5.488855078,6.622736324,5.247024072,13.77468856,,,Lot 79 DP 79121,70 ASTON DR,-43.4804531,172.7198522,241.98,752,190,"$960,000.00",,,,,
2059,North New Brighton,0,0,4.485034385,6.357842267,4.615120517,13.57220152,,,Lot 8 DP 10708,83 MARINE PD,-43.4945407,172.7261609,88.68,577,101,"$784,029.18",,,,,
2060,South New Brighton,0,0,5.894623196,6.668228248,5.010635294,13.46185346,,,Lot 8 DP 11297,133 ESTUARY RD,-43.5251016,172.7337424,363.08,787,150,"$702,115.68",,,,,
2061,South New Brighton,0,0,5.044907888,6.464588304,4.941642423,13.55917093,,,Lot 8 DP 15664,442 MARINE PD,-43.5283044,172.7384553,155.23,642,140,"$773,879.09",,,,,
2062,Southshore,0,1,4.115290327,6.416732283,5.347107531,13.67789188,,,Lot 8 DP 16205,34 ROCKING HORSE RD,-43.5410494,172.7432962,61.27,612,210,"$871,430.93",,,,,
2063,Southshore,0,1,4.533888984,6.230481448,4.86753445,13.52226609,,,Lot 8 DP 16512,9 ROCKING HORSE RD,-43.5391146,172.7425971,93.12,508,130,"$745,839.78",,,,,
2064,Southshore,1,1,4.501696778,6.717804695,5.225746674,14.05466219,,,Lot 8 DP 16516,33 ROCKING HORSE RD,-43.5407043,172.7435532,90.17,827,186,"$1,270,171.12",,,,,
2065,North New Brighton,0,0,6.925113745,7.461640392,4.86753445,13.19542728,,,Lot 8 DP 16971,310 A BOWER AV,-43.4892295,172.7125594,1017.51,1740,130,"$537,899.64",,,,,
2066,Southshore,0,0,4.928122873,6.440946541,4.532599493,13.66797868,,,Lot 8 DP 17976,83 ROCKING HORSE RD,-43.5452968,172.7453099,138.12,627,93,"$862,834.93",,,,,
2067,Southshore,0,1,4.168214411,6.822197391,5.075173815,13.75167066,,,Lot 8 DP 18141,8 A HERON ST,-43.5432735,172.7432936,64.6,918,160,"$938,155.19",,,,,
2068,Southshore,0,1,4.737688566,6.408528791,4.644390899,13.63376678,,,Lot 8 DP 18450,47 ROCKING HORSE RD,-43.5419206,172.7440682,114.17,607,104,"$833,814.96",,,,,
2069,Southshore,0,1,5.422700794,6.472346295,5.393627546,13.86212804,,,Lot 8 DP 19582,185 ROCKING HORSE RD,-43.5544049,172.7496397,226.49,647,220,"$1,047,721.16",,,,,
2070,New Brighton,0,0,6.949866043,6.469250317,4.644390899,13.73030174,,,Lot 8 DP 21703,15 GRESHAM TC,-43.5014277,172.7166683,1043.01,645,104,"$918,320.51",,,,,
2071,New Brighton,0,0,5.085557221,6.109247583,5.247024072,13.55312403,,,Lot 8 DP 23750,361 B MARINE PD,-43.5216397,172.7354799,161.67,450,190,"$769,213.64",,,,,
2072,North New Brighton,0,0,6.595616566,6.408528791,4.718498871,13.35487046,,,Lot 8 DP 24374,103 BEACH RD,-43.4864959,172.7155288,731.88,607,112,"$630,879.69",,,,,
2073,North New Brighton,0,0,6.64941192,6.408528791,4.804021045,13.3840477,,,Lot 8 DP 25163,150 PACIFIC RD,-43.4918505,172.7167545,772.33,607,122,"$649,558.19",,,,,
2074,North New Brighton,0,0,6.225350195,6.408528791,5.347107531,13.85197567,,,Lot 8 DP 26939,6 OTAKI PL,-43.4872746,172.7184796,505.4,607,210,"$1,037,138.12",,,,,
2075,North New Brighton,0,0,6.613853907,6.408528791,4.672828834,13.58247349,,,Lot 8 DP 27809,19 ROYALIST AV,-43.4897691,172.7162954,745.35,607,107,"$792,124.21",,,,,
2076,North New Brighton,0,0,7.442492723,6.416732283,4.875197323,13.37344163,,,Lot 8 DP 27960,224 BEACH RD,-43.486358,172.7029643,1707,612,131,"$642,705.33",,,,,
2077,North New Brighton,0,0,6.807194338,6.33150185,4.727387819,13.60072693,,,Lot 8 DP 28338,38 WOODGROVE AV,-43.4903653,172.7145087,904.33,562,113,"$806,715.97",,,,,
2078,North New Brighton,0,0,5.655712051,6.391917113,4.852030264,13.4600336,,,Lot 8 DP 29518,8 EROS PL,-43.4884564,172.7217909,285.92,597,128,"$700,839.09",,,,,
2079,South New Brighton,0,0,5.082087362,6.514712691,5.424950017,14.02098897,,,Lot 8 DP 3222,405 MARINE PD,-43.5254128,172.7372056,161.11,675,227,"$1,228,112.47",,,,,
2080,North New Brighton,0,0,5.110178924,6.226536669,4.382026635,13.17417139,,,Lot 8 DP 3253,13 FLEMING ST,-43.491865,172.7244596,165.7,506,80,"$526,586.76",,,,,
2081,New Brighton,0,0,7.055312843,6.226536669,4.615120517,13.744345,,,Lot 8 DP 3303,43 PALMERS RD,-43.4977903,172.7139985,1159,506,101,"$931,307.70",,,,,
2082,New Brighton,0,0,6.904881153,6.366470448,4.605170186,13.25689006,,,Lot 8 DP 3357,13 BAKER ST,-43.4981723,172.7160965,997.13,582,100,"$571,997.59",,,,,
2083,North New Brighton,0,0,6.926998927,6.261491684,4.454347296,13.38257319,,,Lot 8 DP 3877,382 BOWER AV,-43.4869874,172.7120774,1019.43,524,86,"$648,601.12",,,,,
2084,New Brighton,0,0,7.256798173,6.318968114,4.49980967,12.91766643,,,Lot 8 DP 39082,28 CAITHNESS ST,-43.5013099,172.711845,1417.71,555,90,"$407,447.12",,,,,
2085,New Brighton,0,0,5.521300905,6.453624999,4.49980967,13.00844271,,,Lot 8 DP 3914,16 TOVEY ST,-43.5168435,172.7326434,249.96,635,90,"$446,164.37",,,,,
2086,North New Brighton,0,0,7.008007771,6.716594774,4.86753445,13.28787782,,,Lot 8 DP 41868,11 A MARRIOTTS RD,-43.4921832,172.7124391,1105.45,826,130,"$590,000.00",,,,,
2087,Southshore,0,1,5.349818139,6.336825731,4.976733742,13.70503275,,,Lot 8 DP 47780,9 MERMAID PL,-43.555859,172.748695,210.57,565,145,"$895,406.20",,,,,
2088,North New Brighton,0,0,6.773206226,6.293419279,4.454347296,13.09546421,,,Lot 8 DP 4876,131 TEDDER AV,-43.4931954,172.7158787,874.11,541,86,"$486,729.70",,,,,
2089,North New Brighton,0,0,7.28170908,6.484635236,5.398162702,13.85217894,,,Lot 8 DP 4920,48 BEACH RD,-43.4865018,172.7063014,1453.47,655,221,"$1,037,348.96",,,,,
2090,New Brighton,0,0,6.78876902,6.226536669,5.099866428,13.44776351,,,Lot 8 DP 5123,313 KEYES RD,-43.5040898,172.7194452,887.82,506,164,"$692,292.28",,,,,
2091,North New Brighton,0,0,6.845858598,6.456769656,4.955827058,13.61465981,,,Lot 8 DP 5836,8 WOODGROVE AV,-43.4921216,172.7146253,939.98,637,142,"$818,034.52",,,,,
