ID,Suburb,WaterView,FloodingZone,LogDistance,LogLand,LogFloor,LogValue2022,,,Leg.Desc,Full Address,Lat,Long,Distance to Coast,Land Area,Floor Area,Value 2022,,,,,
471,Southshore,0,1,4.861516378,6.429719478,5.010635294,13.80222294,,,Lot 11 DP 18450,51 ROCKING HORSE RD,-43.5423368,172.7441748,129.22,620,150,"$986,800.27",,,,,
472,Southshore,0,1,5.318070973,7.124478262,5.332718793,13.95736328,,,Lot 11 DP 19582,189 A ROCKING HORSE RD,-43.5545829,172.7502516,203.99,1242,207,"$1,152,406.91",,,,,
473,North New Brighton,0,0,6.467512373,6.416732283,4.700480366,13.65009946,,,Lot 11 DP 26186,107 EFFINGHAM ST,-43.4890239,172.717224,643.88,612,110,"$847,545.21",,,,,
474,North New Brighton,0,0,6.608648189,6.416732283,4.727387819,13.63376678,,,Lot 11 DP 27809,25 ROYALIST AV,-43.4893678,172.7161129,741.48,612,113,"$833,814.96",,,,,
475,New Brighton,0,0,7.217993537,6.507277712,4.65396035,13.30468493,,,Lot 11 DP 29296,174 A BOWER AV,-43.4973656,172.7112434,1363.75,670,105,"$600,000.00",,,,,
476,North New Brighton,0,0,5.730619129,6.768493212,4.634728988,13.25272995,,,Lot 11 DP 29518,14 EROS PL,-43.4887193,172.7217229,308.16,870,103,"$569,622.96",,,,,
477,New Brighton,0,0,6.861679926,6.366470448,4.382026635,12.25625817,,,Lot 11 DP 3357,162 KEYES RD,-43.4981553,172.7166682,954.97,582,80,"$210,293.23",,,,,
478,New Brighton,0,0,6.918210433,6.408528791,4.564348191,13.28792802,,,Lot 11 DP 3764,11 DENNITT ST,-43.4990718,172.7165975,1010.51,607,96,"$590,029.62",,,,,
479,North New Brighton,0,0,6.893169421,6.230481448,4.543294782,13.30621843,,,Lot 11 DP 3877,177 BEACH RD,-43.4865506,172.7122735,985.52,508,94,"$600,920.80",,,,,
480,New Brighton,1,1,5.081652781,6.320768294,5.159055299,13.66692874,,,Lot 11 DP 38969,57 KIBBLEWHITE ST,-43.5223701,172.7264146,161.04,556,174,"$861,929.48",,,,,
481,South New Brighton,0,0,5.673426355,6.453624999,4.605170186,13.48700649,,,Lot 11 DP 4413,357 ESTUARY RD,-43.5353123,172.7381627,291.03,635,100,"$720,000.00",,,,,
482,North New Brighton,0,0,7.045401942,6.357842267,4.644390899,13.50111469,,,Lot 11 DP 4701,30 PINEWOOD AV,-43.4879335,172.710781,1147.57,577,104,"$730,229.90",,,,,
483,New Brighton,0,1,6.289585692,6.386879319,4.605170186,13.20547157,,,Lot 11 DP 4771,17 ADMIRALS WAY,-43.5149475,172.7282054,538.93,594,100,"$543,329.68",,,,,
484,Waimairi Beach,0,0,5.834869215,6.504288174,5.303304908,13.86731857,,,Lot 11 DP 5325,19 LARNACH ST,-43.4850073,172.7198929,342.02,668,201,"$1,053,173.52",,,,,
485,North New Brighton,0,0,5.585786916,6.226536669,4.094344562,13.09755797,,,Lot 11 DP 5623,64 JUTLAND ST,-43.4924193,172.723109,266.61,506,60,"$487,749.86",,,,,
486,North New Brighton,0,0,5.256296737,6.226536669,4.343805422,13.26580204,,,Lot 11 DP 5764,20 EFFINGHAM ST,-43.4906895,172.7234492,191.77,506,77,"$577,118.00",,,,,
487,Waimairi Beach,0,0,5.98312991,6.408528791,4.8978398,13.56417386,,,Lot 11 DP 6585,26 LARNACH ST,-43.4854198,172.7194238,396.68,607,134,"$777,760.46",,,,,
488,North New Brighton,0,0,6.43570155,6.476972363,5.075173815,13.62478206,,,Lot 11 DP 66125,19 SEA EAGLES PL,-43.4946361,172.7196101,623.72,650,160,"$826,356.91",,,,,
489,North New Brighton,0,0,6.460921152,6.516193076,5.247024072,12.76496214,,,Lot 11 DP 68854,25 SURFERS PL,-43.4934869,172.7189489,639.65,676,190,"$349,745.89",,,,,
490,New Brighton,0,0,7.313520342,6.476972363,5.003946306,13.5211395,,,Lot 111 DP 18157,79 WILLRYAN AV,-43.4962801,172.709169,1500.45,650,149,"$745,000.00",,,,,
491,Waimairi Beach,0,0,6.050817773,6.579251212,5.560681631,13.97911771,,,Lot 111 DP 65935,32 ORLANDO CR,-43.4817614,172.7178839,424.46,720,260,"$1,177,751.55",,,,,
492,New Brighton,0,0,7.320824734,6.492239835,4.836281907,13.7778677,,,Lot 112 DP 18157,77 WILLRYAN AV,-43.4964522,172.7091377,1511.45,660,126,"$963,056.82",,,,,
493,North New Brighton,0,0,7.037124271,6.741700695,5.624017506,12.3837715,,,Lot 112 DP 3484,19 PINEWOOD AV,-43.4873497,172.7106923,1138.11,847,277,"$238,893.11",,,,,
494,Waimairi Beach,0,0,6.053100422,6.507277712,5.247024072,13.5567256,,,Lot 112 DP 65935,30 ORLANDO CR,-43.4819116,172.7179289,425.43,670,190,"$771,989.02",,,,,
495,New Brighton,0,0,7.339602628,6.445719819,4.394449155,13.20832855,,,Lot 114 DP 18157,83 WILLRYAN AV,-43.4961787,172.7085531,1540.1,630,81,"$544,884.19",,,,,
496,New Brighton,0,0,7.348098351,6.432940093,4.700480366,13.12205367,,,Lot 115 DP 18157,85 WILLRYAN AV,-43.4961595,172.7083605,1553.24,622,110,"$499,845.17",,,,,
497,North New Brighton,0,0,7.053784497,6.751101469,4.49980967,13.33827928,,,Lot 115 DP 3484,11 PINEWOOD AV,-43.4869656,172.7102149,1157.23,855,90,"$620,499.00",,,,,
498,Waimairi Beach,0,0,5.862750106,6.432940093,5.214935758,13.87764549,,,Lot 115 DP 68510,10 EVENWOOD PL,-43.4812426,172.7188745,351.69,622,184,"$1,064,105.92",,,,,
499,New Brighton,0,0,7.356541656,6.432940093,4.543294782,10.55312384,,,Lot 116 DP 18157,87 WILLRYAN AV,-43.4961402,172.7081679,1566.41,622,94,"$38,296.89",,,,,
500,Waimairi Beach,0,0,5.829680642,6.432940093,5.370638028,14.19338257,,,Lot 116 DP 68510,12 EVENWOOD PL,-43.4809401,172.7188178,340.25,622,215,"$1,459,176.17",,,,,
501,New Brighton,0,0,7.371898017,6.432940093,4.48863637,13.09478435,,,Lot 117 DP 18157,89 WILLRYAN AV,-43.4961211,172.7079838,1590.65,622,89,"$486,398.90",,,,,
502,Waimairi Beach,0,0,5.838196811,6.428105273,5.393627546,14.0136096,,,Lot 117 DP 68510,14 EVENWOOD PL,-43.4807139,172.7186505,343.16,619,220,"$1,219,083.13",,,,,
503,New Brighton,0,0,7.398388399,6.43775165,4.605170186,13.14682902,,,Lot 119 DP 18657,70 WATTLE DR,-43.496323,172.7075326,1633.35,625,100,"$512,383.69",,,,,
504,Southshore,0,1,4.320284201,6.408528791,4.394449155,13.58643778,,,Lot 12 DP 16205,38 ROCKING HORSE RD,-43.5413737,172.7434654,75.21,607,81,"$795,270.65",,,,,
505,New Brighton,0,0,7.392185591,6.618738984,4.605170186,13.44408054,,,Lot 12 DP 16283,63 BOWER AV,-43.5022853,172.7096606,1623.25,749,100,"$689,747.27",,,,,
506,South New Brighton,0,0,5.691811103,6.580639137,4.700480366,13.36151501,,,Lot 12 DP 17938,396 PINE AV,-43.5358741,172.7401684,296.43,721,110,"$635,085.56",,,,,
507,South New Brighton,0,0,5.550048375,6.408528791,4.94875989,13.45622296,,,Lot 12 DP 18186,411 PINE AV,-43.5366415,172.7411688,257.25,607,141,"$698,173.53",,,,,
508,Southshore,0,1,5.514839042,6.472346295,5.438079309,13.27766538,,,Lot 12 DP 19582,189 ROCKING HORSE RD,-43.554739,172.7497727,248.35,647,230,"$584,005.32",,,,,
509,South New Brighton,0,1,4.635214307,6.779921907,5.003946306,13.83758693,,,Lot 12 DP 20237,34 MALTA CR,-43.5378959,172.7402917,103.05,880,149,"$1,022,321.86",,,,,
510,North New Brighton,0,0,6.811299443,6.421622268,4.795790546,13.26924451,,,Lot 12 DP 21247,24 LEVERETT PL,-43.4948833,172.7158834,908.05,615,121,"$579,108.14",,,,,
511,Southshore,0,1,5.013364899,6.701960366,5.010635294,12.45451174,,,Lot 12 DP 21831,167 ROCKING HORSE RD,-43.5529642,172.7490536,150.41,814,150,"$256,404.55",,,,,
512,New Brighton,0,0,5.915150297,6.33150185,5.075173815,13.73978557,,,Lot 12 DP 2348,107 UNION ST,-43.5134474,172.7299489,370.61,562,160,"$927,071.12",,,,,
513,North New Brighton,0,0,6.565814115,6.408528791,4.663439094,13.39239051,,,Lot 12 DP 25163,142 PACIFIC RD,-43.491564,172.7174125,710.39,607,106,"$655,000.00",,,,,
514,North New Brighton,0,0,6.465195596,6.416732283,4.691347882,13.4652914,,,Lot 12 DP 26186,109 EFFINGHAM ST,-43.4888906,172.7171759,642.39,612,109,"$704,533.67",,,,,
515,New Brighton,1,1,5.798304465,6.461468176,4.787491743,13.63240696,,,Lot 12 DP 3064,39 KIBBLEWHITE ST,-43.5213564,172.7278702,329.74,640,120,"$832,681.89",,,,,
516,North New Brighton,0,0,6.799847076,6.338594078,4.787491743,13.5105997,,,Lot 12 DP 36288,5 INVERELL PL,-43.4886849,172.7138691,897.71,566,120,"$737,189.09",,,,,
517,New Brighton,0,0,6.906174029,6.632001777,4.736198448,13.64266569,,,"Lot 12 DP 3764, Pt Lot 23 DP 3764",9 DENNITT ST,-43.4990827,172.7167843,998.42,759,114,"$841,268.11",,,,,
518,New Brighton,0,0,7.270584248,6.214608098,4.543294782,13.20091664,,,Lot 12 DP 39081,20 CAITHNESS ST,-43.5019158,172.7119638,1437.39,500,94,"$540,860.48",,,,,
519,Waimairi Beach,0,0,5.42177317,6.214608098,5.192956851,13.8492503,,,Lot 12 DP 436323,94 ASTON DR,-43.477697,172.7194239,226.28,500,180,"$1,034,315.38",,,,,
520,Waimairi Beach,0,0,5.770100661,6.251903883,5.068904202,13.91576491,,,Lot 12 DP 5325,17 LARNACH ST,-43.4850152,172.7201937,320.57,519,159,"$1,105,452.05",,,,,
521,North New Brighton,0,0,5.960799133,6.251903883,4.736198448,13.26580204,,,Lot 12 DP 6059,54 EFFINGHAM ST,-43.4915721,172.7213193,387.92,519,114,"$577,118.00",,,,,
522,New Brighton,0,0,6.897775648,6.43775165,4.634728988,13.53065117,,,Lot 12 DP 6169,29 SINCLAIR ST,-43.5030587,172.7177596,990.07,625,103,"$752,120.00",,,,,
523,Waimairi Beach,0,0,5.965017897,6.522092798,5.192956851,13.77422814,,,Lot 12 DP 65935,10 ORLANDO CR,-43.483118,172.7186331,389.56,680,180,"$959,558.10",,,,,
524,North New Brighton,0,0,6.436999367,6.459904454,5.298317367,13.64387046,,,Lot 12 DP 66125,1 MANLY PL,-43.4943735,172.7194066,624.53,639,200,"$842,282.25",,,,,
525,North New Brighton,0,0,6.484726834,6.483107351,5.247024072,13.73360612,,,Lot 12 DP 68854,27 SURFERS PL,-43.4935284,172.7187643,655.06,654,190,"$921,360.00",,,,,
526,South New Brighton,0,0,5.640487624,6.618738984,4.521788577,13.18826621,,,Lot 12 DP 8006,169 ESTUARY RD,-43.5264509,172.7342842,281.6,749,92,"$534,061.46",,,,,
527,North New Brighton,0,0,6.237562616,6.276643489,5.099866428,13.53742847,,,Lot 12 DP 82348,8 SANDHOLM CL,-43.4856691,172.7180038,511.61,532,164,"$757,234.66",,,,,
528,New Brighton,0,0,7.423580384,6.647688374,4.605170186,13.55210222,,,Lot 120 DP 18657,66 WATTLE DR,-43.4968034,172.7071156,1675.02,771,100,"$768,428.06",,,,,
529,Waimairi Beach,0,0,5.924041871,6.561030666,5.393627546,13.85295288,,,Lot 120 DP 68510,7 EVENWOOD PL,-43.4809217,172.7183532,373.92,707,220,"$1,038,152.12",,,,,
530,New Brighton,0,0,7.433524686,6.481577129,5.170483995,13.65842589,,,Lot 121 DP 18657,64 WATTLE DR,-43.4969315,172.7069716,1691.76,653,176,"$854,631.69",,,,,
531,New Brighton,0,0,7.436829382,6.573680167,5.318119994,13.4134979,,,Lot 122 DP 18657,62 WATTLE DR,-43.497079,172.7069958,1697.36,716,204,"$668,972.28",,,,,
532,New Brighton,0,0,7.447098386,6.580639137,5.170483995,13.84171917,,,Lot 123 DP 18657,60 WATTLE DR,-43.4972333,172.7068609,1714.88,721,176,"$1,026,555.08",,,,,
533,New Brighton,0,0,7.461939198,6.56948142,4.624972813,13.42612742,,,Lot 126 DP 18657,54 WATTLE DR,-43.4976805,172.7068282,1740.52,713,102,"$677,474.65",,,,,
534,Waimairi Beach,0,0,6.015278725,6.513230111,5.480638923,14.09532193,,,Lot 126 DP 68510,40 ORLANDO CR,-43.4807608,172.7178048,409.64,674,240,"$1,322,880.25",,,,,
535,New Brighton,0,0,7.369254095,6.860663671,4.700480366,13.40351788,,,Lot 127 DP 18157,101 WATTLE DR,-43.4950631,172.7073758,1586.45,954,110,"$662,329.13",,,,,
536,New Brighton,0,0,7.373142017,6.695798917,4.718498871,13.25689006,,,Lot 128 DP 18157,99 WATTLE DR,-43.4951783,172.7073587,1592.63,809,112,"$571,997.59",,,,,
537,Waimairi Beach,0,0,5.932589956,6.495265556,5.135798437,13.74481072,,,Lot 128 DP 68510,44 ORLANDO CR,-43.4803051,172.7180597,377.13,662,170,"$931,741.53",,,,,
538,New Brighton,0,0,6.544386553,6.91968385,5.192956851,13.60588855,,,Lot 13 DP 1292,130 BOWHILL RD,-43.4966178,172.7192241,695.33,1012,180,"$810,890.70",,,,,
539,Southshore,0,1,4.356708827,6.432940093,5.59471138,13.76946662,,,Lot 13 DP 16205,40 ROCKING HORSE RD,-43.5415142,172.7435305,78,622,269,"$955,000.00",,,,,
540,North New Brighton,0,0,6.026204081,6.65415252,4.605170186,13.23608693,,,Lot 13 DP 17168,61 BRITANNIA ST,-43.4890552,172.7204316,414.14,776,100,"$560,221.17",,,,,
541,Southshore,1,1,5.066385309,6.573680167,5.986452005,13.13132483,,,Lot 13 DP 17371,69 ROCKING HORSE RD,-43.5441741,172.7447264,158.6,716,398,"$504,500.86",,,,,
542,South New Brighton,0,0,5.589119566,6.408528791,5.135798437,13.30468493,,,Lot 13 DP 18186,409 PINE AV,-43.5364956,172.741114,267.5,607,170,"$600,000.00",,,,,
543,South New Brighton,0,1,4.59228756,6.762729507,4.804021045,13.52601872,,,Lot 13 DP 20237,32 MALTA CR,-43.5378161,172.7401962,98.72,865,122,"$748,643.90",,,,,
544,North New Brighton,0,0,6.809414512,6.421622268,5.043425117,13.25046996,,,Lot 13 DP 21247,26 LEVERETT PL,-43.4947515,172.7158358,906.34,615,155,"$568,337.07",,,,,
545,South New Brighton,0,0,5.509104896,6.456769656,4.941642423,12.90086322,,,Lot 13 DP 22236,14 CROMER PL,-43.5246499,172.7310092,246.93,637,140,"$400,657.90",,,,,
546,North New Brighton,0,0,6.228313745,6.429719478,4.700480366,13.44487708,,,Lot 13 DP 26939,30 MONOWAI CR,-43.4879012,172.7186172,506.9,620,110,"$690,296.90",,,,,
547,North New Brighton,0,0,6.624264411,6.408528791,5.010635294,13.7679637,,,Lot 13 DP 27809,29 ROYALIST AV,-43.4890853,172.7160091,753.15,607,150,"$953,565.79",,,,,
548,New Brighton,0,0,7.208230173,6.357842267,4.700480366,13.54902555,,,Lot 13 DP 28075,22 THURSO PL,-43.4992755,172.7119802,1350.5,577,110,"$766,067.49",,,,,
549,North New Brighton,0,0,6.744353607,6.429719478,4.624972813,13.31937441,,,Lot 13 DP 28828,26 ENDEAVOUR ST,-43.4915007,172.7154758,849.25,620,102,"$608,878.74",,,,,
550,New Brighton,0,0,7.177629733,6.403574198,4.605170186,12.35598382,,,Lot 13 DP 29296,62 CASTLETOWN PL,-43.4976439,172.7118359,1309.8,604,100,"$232,346.21",,,,,
551,North New Brighton,0,0,6.885969687,6.756932389,4.574710979,13.17903119,,,Lot 13 DP 3459,188 PACIFIC RD,-43.4929232,172.7142952,978.45,860,97,"$529,152.10",,,,,
552,North New Brighton,0,0,6.800682187,6.333279628,4.65396035,13.28509524,,,Lot 13 DP 36288,7 INVERELL PL,-43.4888087,172.7139164,898.46,563,105,"$588,360.56",,,,,
553,New Brighton,0,0,6.825449178,6.298949247,4.248495242,13.03098534,,,Lot 13 DP 3764,186 KEYES RD,-43.4991059,172.7172419,920.99,544,70,"$456,336.31",,,,,
554,North New Brighton,0,0,6.867370689,6.240275845,4.077537444,12.58773945,,,Lot 13 DP 3877,173 BEACH RD,-43.4865457,172.712607,960.42,513,59,"$292,944.79",,,,,
555,South New Brighton,0,0,5.611155359,6.453624999,4.262679877,13.10323535,,,Lot 13 DP 4413,361 ESTUARY RD,-43.5354908,172.7382614,273.46,635,71,"$490,526.88",,,,,
556,New Brighton,0,0,5.309850602,6.536691598,5.438079309,13.92527354,,,Lot 13 DP 4513,20 RAWHITI AV,-43.500426,172.7268045,202.32,690,230,"$1,116,013.53",,,,,
557,North New Brighton,0,0,7.07940341,6.280395839,4.532599493,13.22606171,,,Lot 13 DP 4590,52 FLEMINGTON AV,-43.4893942,172.7105659,1187.26,534,93,"$554,632.89",,,,,
558,North New Brighton,0,0,7.059909682,6.357842267,4.382026635,12.80011454,,,Lot 13 DP 4701,26 PINEWOOD AV,-43.4877579,172.7105964,1164.34,577,80,"$362,258.94",,,,,
559,North New Brighton,0,0,6.147506295,6.453624999,4.820281566,13.53719202,,,Lot 13 DP 6009,74 CYGNET ST,-43.4938887,172.7212483,467.55,635,124,"$757,055.63",,,,,
560,North New Brighton,0,0,5.989287178,6.251903883,5.298317367,13.49153962,,,Lot 13 DP 6059,56 EFFINGHAM ST,-43.4916254,172.7212002,399.13,519,200,"$723,271.26",,,,,
561,Waimairi Beach,0,0,6.039373371,6.357842267,4.248495242,13.35249004,,,Lot 13 DP 6585,30 LARNACH ST,-43.4854646,172.7191346,419.63,577,70,"$629,379.72",,,,,
562,Waimairi Beach,0,0,5.215859244,6.711740395,5.713732806,13.34475475,,,Lot 13 DP 72426,14 DRIFTWOOD LA,-43.4827665,172.7211314,184.17,822,303,"$624,530.06",,,,,
563,New Brighton,0,0,7.446345864,6.643789733,5.455321115,13.36237967,,,Lot 13 DP 73813,57 BLUE GUM PL,-43.4958778,172.7061439,1713.59,768,234,"$635,634.93",,,,,
564,South New Brighton,0,0,5.991239522,6.90475077,4.605170186,13.35753358,,,Lot 13 DP 7603,263 ESTUARY RD,-43.5309907,172.7362942,399.91,997,100,"$632,562.04",,,,,
565,South New Brighton,0,0,5.619059387,7.023758955,5.075173815,13.93937158,,,"Lot 13 DP 8006, Pt Lot 14 DP 8006",171 ESTUARY RD,-43.5265437,172.7343261,275.63,1123,160,"$1,131,858.56",,,,,
566,Waimairi Beach,0,0,5.796665469,6.401917197,5.262690189,13.84671275,,,Lot 130 DP 73817,9 EASTWOOD RI,-43.4801596,172.7186253,329.2,603,193,"$1,031,694.08",,,,,
567,Waimairi Beach,0,0,5.757765482,6.396929655,5.192956851,13.91829942,,,Lot 131 DP 73817,7 EASTWOOD RI,-43.4802551,172.7188089,316.64,600,180,"$1,108,257.39",,,,,
568,New Brighton,0,0,7.39243198,7.181591945,4.49980967,13.52563758,,,Lot 132 DP 18157,91 WATTLE DR,-43.4957525,172.7072861,1623.65,1315,90,"$748,358.62",,,,,
569,Waimairi Beach,0,0,5.717783994,6.396929655,5.192956851,13.89004704,,,Lot 132 DP 73817,5 EASTWOOD RI,-43.4803264,172.7189893,304.23,600,180,"$1,077,384.65",,,,,
570,New Brighton,0,0,7.402116099,6.695798917,4.510859507,13.35828806,,,Lot 134 DP 18157,87 WATTLE DR,-43.496032,172.7072507,1639.45,809,91,"$633,039.48",,,,,
571,New Brighton,0,0,7.40771205,6.695798917,4.605170186,13.39414257,,,Lot 135 DP 18657,85 WATTLE DR,-43.4961816,172.7072239,1648.65,809,100,"$656,148.60",,,,,
572,Waimairi Beach,0,0,5.717619631,6.396929655,5.192956851,13.93309076,,,Lot 135 DP 69914,63 ASTON DR,-43.4809349,172.7193116,304.18,600,180,"$1,124,771.83",,,,,
573,Waimairi Beach,0,0,5.761736868,6.398594935,5.075173815,13.76143576,,,Lot 136 DP 69914,61 ASTON DR,-43.4811601,172.7192935,317.9,601,160,"$947,361.24",,,,,
574,New Brighton,0,0,7.422833846,6.56948142,4.49980967,13.17063262,,,Lot 137 DP 18657,81 WATTLE DR,-43.4964859,172.7070857,1673.77,713,90,"$524,726.59",,,,,
575,Waimairi Beach,0,0,6.085137023,6.781057626,5.771441123,13.95736328,,,Lot 137 DP 81361,60 EASTWOOD RI,-43.4785269,172.7170161,439.28,881,321,"$1,152,406.91",,,,,
576,New Brighton,0,0,7.428790606,6.413458957,5.303304908,12.86705643,,,Lot 138 DP 18657,79 WATTLE DR,-43.496629,172.7068802,1683.77,610,201,"$387,339.34",,,,,
577,New Brighton,0,0,7.448095044,6.926577033,4.787491743,11.74705503,,,Lot 139 DP 18657,77 WATTLE DR,-43.4965761,172.7065551,1716.59,1019,120,"$126,380.82",,,,,
578,South New Brighton,0,0,5.836359245,6.668228248,5.030437921,13.66145734,,,Lot 14 DP 11297,147 ESTUARY RD,-43.5256679,172.7339567,342.53,787,153,"$857,226.40",,,,,
579,Southshore,0,0,4.69501089,6.226536669,4.430816799,13.11725721,,,Lot 14 DP 16512,23 ROCKING HORSE RD,-43.5396832,172.7430218,109.4,506,84,"$497,453.42",,,,,
580,Southshore,1,1,5.013098924,6.573680167,5.247024072,13.71942149,,,Lot 14 DP 17371,71 ROCKING HORSE RD,-43.544297,172.7447901,150.37,716,190,"$908,383.10",,,,,
581,South New Brighton,0,0,5.635896134,6.408528791,4.477336814,13.55192147,,,Lot 14 DP 17938,4 MALTA CR,-43.535825,172.739622,280.31,607,88,"$768,289.18",,,,,
582,Southshore,0,0,5.143416405,6.727431725,5.627621114,13.44139489,,,Lot 14 DP 17976,15 PENGUIN ST,-43.5454492,172.7464508,171.3,835,278,"$687,897.34",,,,,
583,North New Brighton,0,0,5.903671046,7.28756064,4.624972813,12.87447769,,,Lot 14 DP 18094,59 BRITANNIA ST,-43.488899,172.7210032,366.38,1462,102,"$390,224.57",,,,,
584,South New Brighton,0,0,5.637571445,6.408528791,4.49980967,13.4760711,,,Lot 14 DP 18186,407 PINE AV,-43.5363611,172.7410507,280.78,607,90,"$712,169.41",,,,,
585,Southshore,0,1,4.658426552,6.476972363,3.912023005,12.99947418,,,Lot 14 DP 19427,74 ROCKING HORSE RD,-43.5447093,172.7445946,105.47,650,50,"$442,180.82",,,,,
586,South New Brighton,0,1,4.773223771,6.751101469,4.787491743,13.49670759,,,Lot 14 DP 20237,30 MALTA CR,-43.5376044,172.7401428,118.3,855,120,"$727,018.78",,,,,
587,North New Brighton,0,0,6.848769314,6.481577129,4.574710979,13.29500582,,,Lot 14 DP 21247,28 LEVERETT PL,-43.4946227,172.7157921,942.72,653,97,"$594,220.55",,,,,
588,South New Brighton,0,0,5.487655913,6.64509097,5.049856007,13.64951174,,,Lot 14 DP 22236,12 CROMER PL,-43.5246467,172.7308496,241.69,769,156,"$847,047.24",,,,,
589,North New Brighton,0,0,6.521533818,6.408528791,4.700480366,13.56869259,,,Lot 14 DP 25163,138 PACIFIC RD,-43.4914097,172.7177308,679.62,607,110,"$781,282.90",,,,,
590,North New Brighton,0,0,6.621592052,6.416732283,4.700480366,12.84404484,,,Lot 14 DP 27809,31 ROYALIST AV,-43.4889549,172.7159534,751.14,612,110,"$378,527.82",,,,,
591,North New Brighton,0,0,6.732997048,6.628041376,4.941642423,13.22093699,,,Lot 14 DP 28828,24 ENDEAVOUR ST,-43.4913707,172.7155312,839.66,756,140,"$551,797.82",,,,,
592,North New Brighton,0,0,5.565707442,6.251903883,4.787491743,13.47669466,,,Lot 14 DP 29518,21 EROS PL,-43.4887193,172.7219451,261.31,519,120,"$712,613.63",,,,,
593,New Brighton,0,0,6.827900054,6.453624999,5.093750201,13.57220152,,,Lot 14 DP 3764,190 KEYES RD,-43.4992406,172.7172832,923.25,635,163,"$784,029.18",,,,,
594,New Brighton,0,0,7.247500724,6.638567789,4.624972813,13.33630154,,,Lot 14 DP 39081,16 CAITHNESS ST,-43.5019156,172.7124171,1404.59,764,102,"$619,273.03",,,,,
595,Southshore,0,0,4.638604962,7.584773078,5.176149733,13.42453739,,,Lot 14 DP 6001,187 B ROCKING HORSE RD,-43.5542068,172.7513862,103.4,1968,177,"$676,398.31",,,,,
596,Waimairi Beach,0,0,6.067452893,6.33150185,4.700480366,13.47124785,,,Lot 14 DP 6585,32 LARNACH ST,-43.485484,172.7189818,431.58,562,110,"$708,742.71",,,,,
597,North New Brighton,0,0,6.501980123,6.65544035,5.192956851,13.71153878,,,Lot 14 DP 66125,5 MANLY PL,-43.4945983,172.7189818,666.46,777,180,"$901,250.74",,,,,
598,South New Brighton,0,0,5.872990648,6.562444094,4.700480366,13.45474833,,,Lot 14 DP 6797,258 PINE AV,-43.5300716,172.7372525,355.31,708,110,"$697,144.74",,,,,
599,North New Brighton,0,0,6.567839119,6.489204931,5.298317367,13.61390031,,,Lot 14 DP 68855,31 SURFERS PL,-43.4936155,172.7182941,711.83,658,200,"$817,413.46",,,,,
600,North New Brighton,0,0,7.141031323,6.723832441,4.836281907,13.42773811,,,Lot 14 DP 7091,235 BOWER AV,-43.4932496,172.7109464,1262.73,832,126,"$678,566.73",,,,,
601,New Brighton,0,0,7.452814199,6.620073207,5.298317367,13.66692874,,,Lot 14 DP 73813,76 BLUE GUM PL,-43.4958298,172.705965,1724.71,750,200,"$861,929.48",,,,,
602,North New Brighton,0,0,6.220908211,6.335054251,5.099866428,13.90591244,,,Lot 14 DP 82348,4 SANDHOLM CL,-43.485976,172.7180457,503.16,564,164,"$1,094,614.10",,,,,
603,New Brighton,0,0,7.443207172,6.632001777,4.127134385,12.15737995,,,Lot 141 DP 18657,73 WATTLE DR,-43.4968256,172.706674,1708.22,759,62,"$190,494.76",,,,,
604,Waimairi Beach,0,0,6.052536128,6.802394763,5.583496309,14.14970079,,,Lot 141 DP 73817,44 EASTWOOD RI,-43.4790119,172.7177301,425.19,900,266,"$1,396,808.83",,,,,
605,New Brighton,0,0,7.449381652,6.555356892,4.86753445,13.38667582,,,Lot 142 DP 18657,71 WATTLE DR,-43.4969467,172.7066092,1718.8,703,130,"$651,267.55",,,,,
606,Waimairi Beach,0,0,5.904107656,6.82437367,5.480638923,14.00574892,,,Lot 143 DP 73817,30 EASTWOOD RI,-43.4794467,172.718113,366.54,920,240,"$1,209,537.87",,,,,
607,Waimairi Beach,0,0,5.861640559,6.72982407,5.736572297,14.36075839,,,Lot 144 DP 73817,26 EASTWOOD RI,-43.4796057,172.718293,351.3,837,310,"$1,725,035.85",,,,,
608,New Brighton,0,0,7.464137272,6.519147288,4.49980967,13.02422669,,,Lot 145 DP 18657,65 WATTLE DR,-43.497358,172.7065392,1744.35,678,90,"$453,262.49",,,,,
609,New Brighton,0,0,7.469066771,6.519147288,4.682131227,12.86876062,,,Lot 146 DP 18657,63 WATTLE DR,-43.4974952,172.7065171,1752.97,678,108,"$388,000.00",,,,,
610,Waimairi Beach,0,0,5.675142916,6.652863029,5.247024072,13.90111755,,,Lot 147 DP 73817,14 EASTWOOD RI,-43.479778,172.7190352,291.53,775,190,"$1,089,378.11",,,,,
611,New Brighton,0,0,7.479536764,6.519147288,4.605170186,12.61339733,,,Lot 148 DP 18657,59 WATTLE DR,-43.4977818,172.7064689,1771.42,678,100,"$300,558.39",,,,,
612,New Brighton,0,0,7.0687851,6.507277712,4.605170186,13.1343903,,,Lot 15 DP 17041,116 BAKER ST,-43.5029896,172.7154993,1174.72,670,100,"$506,049.77",,,,,
614,South New Brighton,0,1,4.885752112,6.625392368,4.787491743,13.1235147,,,Lot 15 DP 20237,28 MALTA CR,-43.5374513,172.7400631,132.39,754,120,"$500,575.99",,,,,
